|GCZP2A     | Chromite - FeOCr2O3 - DP/EC5 | BRAGANCA   | danieloliveira | 41.80 | -6.88 | EARTHCACHE | NOT_CHOSEN | 1.00 | 1.50 | AVAILABLE  | 2006/12/05 | 62 | 2 | 2 | 838
|GCXQ8F     | Catorze [Milfontes Powertrail #2] | BEJA       | btrodrigues | 37.77 | -8.81 | TRADITIONAL | SMALL      | 1.50 | 2.50 | AVAILABLE  | 2006/08/14 | 391 | 1 | 10 | 19
|GCZBTH     | Pe de Cabril [Geres] | BRAGA      | Os Cacheiros Viajantes | 41.77 | -8.16 | TRADITIONAL | REGULAR    | 2.00 | 4.00 | AVAILABLE  | 2006/10/28 | 188 | 4 | 64 | 1153
|GCH0Z3     | Loca do Gato [Loures] | LISBOA     | clcortez   | 38.86 | -9.22 | TRADITIONAL | REGULAR    | 3.50 | 3.50 | AVAILABLE  | 2003/08/24 | 220 | 18 | 63 | 247
|GCWA0A     | Surf Spot [Mafra] | LISBOA     | Bargao_Henriques | 39.00 | -9.43 | TRADITIONAL | REGULAR    | 1.50 | 2.50 | AVAILABLE  | 2006/05/29 | 520 | 2 | 12 | 10
|GC15XEX    | SEIXOSO         | PORTO      | eterlusitano | 41.34 | -8.13 | TRADITIONAL | REGULAR    | 2.00 | 2.00 | AVAILABLE  | 2007/09/13 | 65 | 5 | 1 | 504
|GC16Y7B    | Marina colours [Albufeira] | FARO       | alieri     | 37.08 | -8.26 | MULTI      | SMALL      | 1.50 | 2.50 | AVAILABLE  | 2007/10/24 | 887 | 17 | 43 | 3
|GCYGZA     | Enigma          | SETUBAL    | NFreitas   | 38.64 | -9.16 | PUZZLE     | NOT_CHOSEN | 3.50 | 1.00 | AVAILABLE  | 2006/09/25 | 300 | 57 | 28 | 6
|GC14FK2    | Castle [Tavira] | FARO       | alieri     | 37.13 | -7.65 | TRADITIONAL | MICRO      | 1.50 | 1.50 | AVAILABLE  | 2007/07/19 | 1381 | 64 | 56 | 10
|GC174WT    | ARRIFE Twins VI | SANTAREM   | sammendes  | 39.58 | -8.54 | TRADITIONAL | SMALL      | 2.00 | 3.50 | AVAILABLE  | 2007/11/03 | 114 | 2 | 6 | 155
|GC1216J    | CRASTO          | VILA REAL  | NSilva & Gorete | 41.40 | -7.38 | TRADITIONAL | REGULAR    | 2.00 | 2.50 | AVAILABLE  | 2007/04/08 | 77 | 0 | 5 | -9999999
|GCGP35     | The lost world  | VISEU      | jppina     | 40.69 | -7.77 | TRADITIONAL | REGULAR    | 2.00 | 3.50 | AVAILABLE  | 2003/08/18 | 75 | 10 | 12 | 367
|GCV4GD     | Era uma vez... no Fontelo | VISEU      | rifkindsss | 40.66 | -7.90 | TRADITIONAL | SMALL      | 1.50 | 1.50 | AVAILABLE  | 2006/03/29 | 1091 | 24 | 4 | 495
|GC10H2Z    | PROJECTO VG - S. GENS (SERRA D'OSSA) | EVORA      | Portelada  | 38.74 | -7.58 | TRADITIONAL | MICRO      | 1.50 | 4.00 | AVAILABLE  | 2007/01/20 | 115 | 7 | 3 | -9999999
|GC169NM    | Mae Soberana [Loule] | FARO       | VespaFriendsAlgarve | 37.14 | -8.04 | MULTI      | REGULAR    | 1.50 | 1.50 | AVAILABLE  | 2007/09/29 | 473 | 4 | 6 | 173
|GCYP99     | Nossa Senhora da Abadia - Bouro Sta Maria, Amares | BRAGA      | Jafqa      | 41.67 | -8.26 | MULTI      | REGULAR    | 2.50 | 4.00 | AVAILABLE  | 2006/10/05 | 125 | 14 | 7 | -9999999
|GC16QE3    | Over the Rainbow [Serra D'Aire] | LEIRIA     | Limao      | 39.56 | -8.76 | TRADITIONAL | REGULAR    | 2.00 | 3.50 | AVAILABLE  | 2007/10/14 | 119 | 1 | 5 | -9999999
|GCXPYB     | Cabeco da Neve [Tondela, Viseu] | VISEU      | almeidara  | 40.55 | -8.18 | TRADITIONAL | REGULAR    | 1.50 | 1.50 | AVAILABLE  | 2006/08/14 | 366 | 12 | 8 | 975
|GCY37F     | XXL Challenge - [Minas dos Carris] | VILA REAL  | Walcarr    | 41.81 | -8.04 | TRADITIONAL | REGULAR    | 2.00 | 4.50 | AVAILABLE  | 2006/09/02 | 254 | 4 | 54 | 1391
|GC130DA    | Cerro de Cabeco de Camara [Loule] | FARO       | Torgut     | 37.11 | -8.06 | TRADITIONAL | SMALL      | 1.50 | 2.00 | AVAILABLE  | 2007/05/18 | 230 | 2 | 4 | 220
|GC179EE    | Nossa Senhora da Arrabida | SETUBAL    | Os Galaxy  | 38.49 | -8.97 | TRADITIONAL | REGULAR    | 1.50 | 1.00 | AVAILABLE  | 2007/11/09 | 689 | 17 | 10 | -9999999
|GC16TT0    | Terreiro de Sansao | COIMBRA    | lestro     | 40.21 | -8.43 | TRADITIONAL | MICRO      | 2.00 | 1.00 | DISABLED   | 2007/10/20 | 1699 | 53 | 58 | 30
|GCT86B     | Aire [Ourem]    | SANTAREM   | HDV        | 39.54 | -8.64 | TRADITIONAL | REGULAR    | 1.00 | 3.00 | AVAILABLE  | 2006/01/30 | 218 | 1 | 11 | 672
|GC12ZAB    | Palacio de Monserrate [Sintra] | LISBOA     | All Happy  | 38.79 | -9.42 | TRADITIONAL | REGULAR    | 1.50 | 2.50 | AVAILABLE  | 2007/05/18 | 405 | 6 | 30 | 214
|GC8F8B     | The Lying Man [ Valenca ] | VIANA DO CASTELO | flashkent  | 41.99 | -8.55 | TRADITIONAL | REGULAR    | 3.50 | 3.50 | AVAILABLE  | 2002/09/15 | 73 | 3 | 23 | 582
|GC132ZY    | A mais antiga! [Lamego] | VISEU      | almeidara  | 41.11 | -7.78 | MULTI      | REGULAR    | 1.50 | 1.50 | AVAILABLE  | 2007/05/21 | 97 | 14 | 2 | 280
|GCK9AV     | Lopo Vaz        | ARQUIPELAGO DOS ACORES | nurbocris  | 39.38 | -31.21 | TRADITIONAL | MICRO      | 2.00 | 4.00 | AVAILABLE  | 2004/08/04 | 92 | 6 | 8 | 11
|GCY503     | Navarone's Fortress [Trafaria] | SETUBAL    | B.O.D.A.   | 38.66 | -9.23 | MULTI      | REGULAR    | 2.00 | 2.50 | AVAILABLE  | 2006/10/26 | 390 | 19 | 86 | 80
|GC7196     | Megalithic Monuments (English version) | PORTALEGRE | acaciolobo | 39.42 | -7.48 | MULTI      | REGULAR    | 1.50 | 1.50 | AVAILABLE  | 2002/07/15 | 137 | 1 | 8 | 473
|GC13J9M    | Seaside Paradise | FARO       | kidloco    | 37.09 | -8.20 | TRADITIONAL | SMALL      | 1.50 | 2.00 | AVAILABLE  | 2007/06/29 | 1182 | 17 | 67 | 3
|GC11317    | Ponte da Boutaca [Batalha] | LEIRIA     | olharapo   | 39.66 | -8.83 | TRADITIONAL | REGULAR    | 1.50 | 2.50 | AVAILABLE  | 2007/02/22 | 918 | 44 | 13 | 75
|GC13MBA    | Agua            | VILA REAL  | Reino Maravilhoso | 41.17 | -7.67 | MULTI      | REGULAR    | 2.00 | 2.00 | AVAILABLE  | 2007/06/14 | 79 | 6 | 5 | 616
|GC15AWK    | Minas do Ouro Negro [Geoparque Arouca] | AVEIRO     | daraopedal | 40.88 | -8.14 | TRADITIONAL | SMALL      | 1.50 | 2.50 | AVAILABLE  | 2007/08/21 | 319 | 2 | 23 | 671
|GC17ANM    | Molhe de Sesimbra - Farois de Portugal | SETUBAL    | PPereira   | 38.44 | -9.11 | TRADITIONAL | REGULAR    | 2.00 | 2.00 | AVAILABLE  | 2007/11/10 | 1119 | 37 | 13 | 1
|GCW9N5     | Quinta do Major [Malcata] | CASTELO BRANCO | olharapo   | 40.22 | -7.04 | TRADITIONAL | REGULAR    | 1.50 | 4.50 | AVAILABLE  | 2006/05/22 | 31 | 5 | 2 | -9999999
|GC16EGA    | Grande Chamine [Vala do Carregado] | LISBOA     | mtrevas    | 39.01 | -8.95 | TRADITIONAL | MICRO      | 2.50 | 1.50 | AVAILABLE  | 2007/10/05 | 427 | 3 | 2 | -9999999
|GC110VR    | Senhora do Monte [Leiria] | LEIRIA     | cc_pt      | 39.69 | -8.76 | TRADITIONAL | REGULAR    | 2.00 | 2.00 | AVAILABLE  | 2007/02/18 | 601 | 1 | 2 | 281
|GCPAA4     | A Hora do Lobo [Mafra] | LISBOA     | btrodrigues | 38.96 | -9.27 | MULTI      | REGULAR    | 2.50 | 2.50 | AVAILABLE  | 2005/06/14 | 180 | 8 | 8 | 190
|GC14FT6    | Castelo dos Templarios | SANTAREM   | ftomar     | 39.60 | -8.42 | TRADITIONAL | SMALL      | 2.00 | 2.00 | AVAILABLE  | 2007/07/19 | 1214 | 41 | 51 | 108
|GCRTE1     | Vila da Povoa de Mon Real | LEIRIA     | CastorSereno | 39.85 | -8.86 | TRADITIONAL | MICRO      | 2.50 | 1.50 | AVAILABLE  | 2005/12/31 | 695 | 39 | 5 | 38
|GCKPHV     | The dreamer?s door [Lisboa] | LISBOA     | btrodrigues | 38.74 | -9.16 | TRADITIONAL | MICRO      | 2.50 | 2.00 | AVAILABLE  | 2004/10/02 | 1103 | 78 | 13 | 55
|GC14NV8    | Alegrete        | PORTALEGRE | luis74     | 39.24 | -7.32 | TRADITIONAL | SMALL      | 1.00 | 1.50 | DISABLED   | 2007/07/27 | 126 | 22 | 11 | -9999999
|GCN6YP     | The sun watch of Margiochi | EVORA      | Zimbra Team | 38.57 | -7.91 | TRADITIONAL | SMALL      | 1.50 | 1.50 | DISABLED   | 2005/03/24 | 1197 | 86 | 3 | -9999999
|GC11WKC    | Senhor dos Martires [Alcacer do Sal] | SETUBAL    | almeidara  | 38.37 | -8.52 | TRADITIONAL | REGULAR    | 1.50 | 1.50 | AVAILABLE  | 2007/04/02 | 862 | 25 | 20 | 28
|GC640F     | Stairway to Heaven | VIANA DO CASTELO | GreenShades | 41.97 | -8.23 | TRADITIONAL | REGULAR    | 2.00 | 4.00 | AVAILABLE  | 2002/06/09 | 169 | 2 | 46 | -9999999
|GCTC0Y     | O Tejo e mais belo [Lisboa] | LISBOA     | Felinos    | 38.70 | -9.18 | TRADITIONAL | SMALL      | 2.00 | 1.00 | AVAILABLE  | 2006/02/07 | 1173 | 144 | 18 | 2
|GCP6G6     | Azenha do Tenente  [Fragoso ? Barcelos] | BRAGA      | OlhoMeirinho | 41.62 | -8.71 | TRADITIONAL | NOT_CHOSEN | 2.00 | 2.50 | AVAILABLE  | 2005/06/05 | 242 | 11 | 0 | 25
|GCJN1H     | Cabo da Roca II - The W point of Europa | LISBOA     | Portelada  | 38.78 | -9.50 | TRADITIONAL | REGULAR    | 1.50 | 3.50 | AVAILABLE  | 2004/06/07 | 692 | 9 | 66 | 57
|GC177AB    | A Beira Rio [Cartaxo] | SANTAREM   | FamiliaSilvestre | 39.08 | -8.76 | MULTI      | SMALL      | 1.50 | 2.00 | AVAILABLE  | 2007/11/03 | 161 | 22 | 1 | 9
|GC15QX7    | PX1- Praia da Falca | LEIRIA     | papoilix   | 39.65 | -9.07 | TRADITIONAL | REGULAR    | 1.50 | 2.00 | AVAILABLE  | 2007/09/07 | 459 | 2 | 7 | 15
|GC132J9    | CITaNIA DE SANFINS (Pacos de Ferreira) | PORTO      | eterlusitano | 41.32 | -8.37 | MULTI      | SMALL      | 2.50 | 2.50 | AVAILABLE  | 2007/05/18 | 112 | 9 | 11 | -9999999
|GCVV68     | Fernando Pessoa [Lisboa] | LISBOA     | btrodrigues | 38.71 | -9.14 | TRADITIONAL | MICRO      | 2.00 | 1.00 | DISABLED   | 2006/05/03 | 1701 | 140 | 155 | 40
|GC15C9T    | Ribat da Arrifana [Aljezur] | FARO       | acasim     | 37.32 | -8.88 | TRADITIONAL | SMALL      | 1.00 | 2.50 | AVAILABLE  | 2007/08/23 | 521 | 3 | 29 | 30
|GCV6HF     | Ribeira do Espirito Santo [Gaia - pt+en] | PORTO      | Drive-In Team | 41.07 | -8.66 | MULTI      | SMALL      | 1.50 | 2.00 | AVAILABLE  | 2006/03/18 | 309 | 28 | 7 | -9999999
|GC12B4D    | Tojeira         | LISBOA     | dasfadania | 39.19 | -9.08 | TRADITIONAL | REGULAR    | 2.50 | 3.00 | AVAILABLE  | 2007/04/21 | 227 | 3 | 0 | 294
|GC1519F    | Serra do Larouco - Montalegre | VILA REAL  | Silvana    | 41.88 | -7.72 | TRADITIONAL | REGULAR    | 1.50 | 2.00 | AVAILABLE  | 2007/08/01 | 139 | 1 | 12 | 1482
|GCT93B     | Contacto [Almada, Setubal] | SETUBAL    | almeidara  | 38.63 | -9.23 | PUZZLE     | SMALL      | 3.50 | 1.00 | AVAILABLE  | 2006/02/07 | 246 | 6 | 7 | 0
|GCQWCG     | Bridge [Matosinhos] | PORTO      | PauloJota  | 41.22 | -8.65 | MULTI      | SMALL      | 3.00 | 2.00 | AVAILABLE  | 2005/10/08 | 230 | 28 | 1 | 19
|GC15CA3    | AVENTURA NO RIO oLO | PORTO      | eterlusitano | 41.31 | -8.00 | TRADITIONAL | SMALL      | 2.50 | 3.00 | AVAILABLE  | 2007/08/24 | 22 | 5 | 4 | 133
|GCVRYQ     | Torstens Corner | FARO       | zappelfry  | 37.06 | -8.85 | TRADITIONAL | REGULAR    | 3.00 | 3.50 | AVAILABLE  | 2006/05/01 | 143 | 25 | 25 | -9999999
|GCQ2BN     | S. Lourenco Beach [Mafra] | LISBOA     | Bargao_Henriques | 39.01 | -9.43 | MULTI      | REGULAR    | 1.50 | 2.50 | AVAILABLE  | 2005/08/08 | 369 | 4 | 18 | 4
|GC15PPR    | The Lagos 6 + 1 - #4 Odiaxere | FARO       | Team Caracache | 37.15 | -8.66 | MULTI      | SMALL      | 2.00 | 2.50 | AVAILABLE  | 2007/09/05 | 164 | 15 | 14 | 12
|GCQN3Q     | Mata do Bussaco | AVEIRO     | clcortez   | 40.37 | -8.37 | TRADITIONAL | REGULAR    | 2.00 | 2.00 | AVAILABLE  | 2005/09/21 | 1007 | 21 | 55 | -9999999
|GCHWVE     | Afloramentos Graniticos | LISBOA     | RASD       | 38.76 | -9.44 | TRADITIONAL | REGULAR    | 2.00 | 3.00 | AVAILABLE  | 2004/03/11 | 544 | 12 | 81 | 329
|GC16HG3    | PILAR           | PORTO      | eterlusitano | 41.29 | -8.43 | TRADITIONAL | SMALL      | 3.50 | 2.50 | AVAILABLE  | 2007/10/08 | 174 | 1 | 3 | 472
|GCPZHC     | The Lost Nazi Mine [Arouca] | AVEIRO     | Os Cacheiros Viajantes | 40.87 | -8.19 | TRADITIONAL | SMALL      | 2.50 | 2.50 | AVAILABLE  | 2005/07/29 | 636 | 2 | 208 | -9999999
|GC12PRD    | Contencas de Cima [Mangualde] | VISEU      | Pedro Matos | 40.56 | -7.72 | TRADITIONAL | REGULAR    | 1.50 | 1.50 | AVAILABLE  | 2007/05/06 | 195 | 0 | 1 | 474
|GC88D3     | Castelo dos Mouros | LISBOA     | MAntunes   | 38.79 | -9.39 | TRADITIONAL | REGULAR    | 4.00 | 3.50 | AVAILABLE  | 2002/09/01 | 706 | 184 | 123 | 388
|GC14NYB    | Montargil [08]: O Patriarca | PORTALEGRE | Matusarum  | 39.12 | -8.13 | TRADITIONAL | SMALL      | 1.50 | 1.50 | AVAILABLE  | 2007/07/27 | 301 | 3 | 24 | -9999999
|GC176H2    | UBI - Universidade da Beira Interior [Covilha] | CASTELO BRANCO | pEtErpAn&sInInhO | 40.27 | -7.51 | MULTI      | REGULAR    | 3.00 | 1.50 | AVAILABLE  | 2007/11/05 | 381 | 16 | 11 | 682
|GCTMQN     | Condestavel [Ourem] | SANTAREM   | HDV        | 39.64 | -8.59 | TRADITIONAL | SMALL      | 1.50 | 1.00 | AVAILABLE  | 2006/02/27 | 980 | 5 | 26 | 308
|GC127DV    | Santuario do Senhor Do Monte | VILA REAL  | Silvana    | 41.68 | -7.62 | TRADITIONAL | REGULAR    | 2.00 | 3.00 | AVAILABLE  | 2007/04/10 | 94 | 1 | 0 | 641
|GCV3TK     | Castelo de Castro Laboreiro | VIANA DO CASTELO | rifkindsss | 42.02 | -8.16 | TRADITIONAL | REGULAR    | 2.00 | 4.00 | AVAILABLE  | 2006/04/20 | 468 | 10 | 83 | 984
|GC12Y4J    | The Masterpiece (Serralves) | PORTO      | kidloco    | 41.16 | -8.66 | PUZZLE     | SMALL      | 4.00 | 1.50 | AVAILABLE  | 2007/05/19 | 235 | 33 | 24 | -9999999
|GC16ZJ3    | PARQUE DA CIDADE DE PAREDES | PORTO      | eterlusitano | 41.21 | -8.33 | TRADITIONAL | SMALL      | 1.50 | 1.50 | AVAILABLE  | 2007/10/26 | 315 | 83 | 1 | -9999999
|GCPFNG     | Linhas de Torres Monumento e Forte de Alhandra | LISBOA     | lamas      | 38.93 | -9.02 | MULTI      | SMALL      | 2.00 | 2.50 | AVAILABLE  | 2005/06/26 | 278 | 13 | 9 | 65
|GCXVT1     | Areeiro - Pinhal de Leiria | LEIRIA     | MR.MAG00   | 39.81 | -8.97 | TRADITIONAL | REGULAR    | 2.50 | 3.50 | AVAILABLE  | 2006/08/20 | 350 | 6 | 32 | 67
|GC173X8    | ARRIFE Twins I  | SANTAREM   | sammendes  | 39.50 | -8.63 | TRADITIONAL | SMALL      | 1.50 | 3.50 | AVAILABLE  | 2007/11/01 | 107 | 1 | 9 | 207
|GC1575N    | BlackJack       | LISBOA     | Blue_Trekkers | 38.76 | -9.06 | PUZZLE     | MICRO      | 3.00 | 1.00 | AVAILABLE  | 2007/08/18 | 413 | 66 | 2 | 0
|GC14VBT    | Praca Forte de Peniche | LEIRIA     | B.O.D.A.   | 39.35 | -9.38 | MULTI      | SMALL      | 1.50 | 1.50 | AVAILABLE  | 2007/08/31 | 913 | 131 | 7 | -9999999
|GCTZTA     | Judiaria [Lisboa Medieval] | LISBOA     | almeidara  | 38.71 | -9.14 | TRADITIONAL | MICRO      | 1.50 | 1.00 | DISABLED   | 2006/03/20 | 2112 | 323 | 31 | 12
|GC161R1    | PICOTO (VG)     | PORTO      | eterlusitano | 41.29 | -8.02 | TRADITIONAL | SMALL      | 2.00 | 2.00 | AVAILABLE  | 2007/09/18 | 77 | 5 | 1 | 526
|GC15WJK    | [Siglas Poveiras] Senhora da Guia | PORTO      | emlino     | 41.34 | -8.75 | TRADITIONAL | OTHER_SIZE | 2.00 | 1.50 | AVAILABLE  | 2007/09/11 | 485 | 53 | 7 | -9999999
|GC172XN    | ROTA DOS ROMEIROS  | BRAGA      | eterlusitano | 41.49 | -8.13 | TRADITIONAL | MICRO      | 3.00 | 2.00 | AVAILABLE  | 2007/10/31 | 75 | 0 | 0 | 547
|GC137DE    | Ermida do Livramento | SETUBAL    | riraposo   | 38.11 | -8.68 | TRADITIONAL | REGULAR    | 1.50 | 1.50 | AVAILABLE  | 2007/05/28 | 209 | 2 | 20 | 288
|GC15984    | VG OUTEIRAO, A 922 MTS DE SI... | BRAGA      | eterlusitano | 41.60 | -8.03 | TRADITIONAL | SMALL      | 2.00 | 2.00 | AVAILABLE  | 2007/08/20 | 49 | 4 | 3 | 891
|GC12M20    | Capela de Santa Marta [Benquerenca] | CASTELO BRANCO | Blue_Trekkers | 40.21 | -7.24 | TRADITIONAL | REGULAR    | 1.50 | 3.00 | AVAILABLE  | 2007/04/28 | 54 | 3 | 0 | 792
|GCW5H3     | Baleal [Peniche] | LEIRIA     | paulohercules | 39.37 | -9.34 | TRADITIONAL | OTHER_SIZE | 2.00 | 1.50 | AVAILABLE  | 2006/05/21 | 1648 | 37 | 15 | 3
|GC11FRJ    | SANTA TECLA     | BRAGA      | eterlusitano | 41.42 | -8.41 | TRADITIONAL | REGULAR    | 2.00 | 2.00 | AVAILABLE  | 2007/03/14 | 302 | 12 | 3 | 288
|GC15M5W    | Santo Antonio dos Capuchos [Leiria] | LEIRIA     | AntMadeira | 39.74 | -8.81 | TRADITIONAL | SMALL      | 1.00 | 1.50 | DISABLED   | 2007/09/02 | 1304 | 37 | 0 | 61
|GC165J7    | Uma Quinta na Granja | LISBOA     | Daniel C   | 38.85 | -9.11 | TRADITIONAL | REGULAR    | 1.50 | 2.00 | AVAILABLE  | 2007/09/21 | 394 | 4 | 4 | 5
|GC16JGV    | O Mar Salgado... | LISBOA     | Team Ferreira | 38.83 | -9.47 | MULTI      | SMALL      | 1.50 | 2.00 | AVAILABLE  | 2007/10/10 | 240 | 12 | 5 | 3
|GC132Q8    | Geol. Time: an Ordovician perspective - DP/EC11 | BEJA       | danieloliveira | 38.15 | -6.99 | EARTHCACHE | NOT_CHOSEN | 1.00 | 1.00 | AVAILABLE  | 2007/05/21 | 72 | 0 | 7 | 183
|GC1704M    | Forno das Feiticeiras [Outao - Setubal] | SETUBAL    | truta      | 38.49 | -8.94 | TRADITIONAL | SMALL      | 2.00 | 3.00 | AVAILABLE  | 2007/10/21 | 412 | 12 | 70 | 19
|GCYHNG     | TP02 - NO REINO DOS BURII [Pte da Barca] | VIANA DO CASTELO | Fernando Rei | 41.77 | -8.37 | TRADITIONAL | REGULAR    | 3.50 | 4.00 | AVAILABLE  | 2006/09/27 | 99 | 3 | 20 | 720
|GC1409E    | Arvores de Interesse Publico [Lx] | LISBOA     | RuiJSDuarte | 38.72 | -9.15 | MULTI      | SMALL      | 1.50 | 1.50 | AVAILABLE  | 2007/06/29 | 110 | 21 | 20 | -9999999
|GC12WX3    | Anta... [Mangualde] | VISEU      | cmatos     | 40.57 | -7.77 | TRADITIONAL | REGULAR    | 1.50 | 1.50 | AVAILABLE  | 2007/05/12 | 270 | 4 | 5 | 398
|GCGZCK     | Fenda da Calcedonia | BRAGA      | Silvana    | 41.73 | -8.20 | TRADITIONAL | REGULAR    | 2.00 | 4.50 | AVAILABLE  | 2003/09/20 | 732 | 60 | 207 | 851
|GCZ85M     | Alte la baixo [Alte] | FARO       | & Company  | 37.23 | -8.18 | TRADITIONAL | REGULAR    | 2.00 | 2.00 | AVAILABLE  | 2006/11/01 | 527 | 29 | 69 | 150
|GC8D56     | Rubber          | ARQUIPELAGO DOS ACORES | frenne     | 37.74 | -25.68 | VIRTUAL    | VIRTUAL    | 1.00 | 1.00 | AVAILABLE  | 2002/09/09 | 1346 | 2 | 137 | 33
|GC14ADZ    | Vale da Lapa - B44 | LEIRIA     | bmps2003   | 39.59 | -8.72 | TRADITIONAL | REGULAR    | 3.00 | 4.00 | AVAILABLE  | 2007/07/12 | 162 | 9 | 7 | 424
|GC16AZ6    | AA13 - A Nossa Praia [Praia do Pedrogao] | LEIRIA     | Paulo_Domingues | 39.92 | -8.95 | TRADITIONAL | SMALL      | 2.50 | 2.00 | AVAILABLE  | 2007/09/30 | 820 | 30 | 1 | 2
|GC127B0    | Ermida de Sao Domingos | VISEU      | Saltacachinhas | 41.12 | -7.75 | TRADITIONAL | REGULAR    | 1.00 | 1.50 | AVAILABLE  | 2007/04/14 | 227 | 11 | 0 | 716
|GC15NXD    | The Lagos 6+1: #5 - Sao Sebastiao | FARO       | Team Caracache | 37.10 | -8.68 | MULTI      | SMALL      | 1.50 | 2.00 | AVAILABLE  | 2007/09/04 | 187 | 2 | 3 | -9999999
|GC156QQ    | Burca [Milfontes Powertrail #3]   | BEJA       | vsergios   | 37.76 | -8.81 | TRADITIONAL | REGULAR    | 1.50 | 2.50 | AVAILABLE  | 2007/08/13 | 344 | 11 | 10 | 19
|GCV5AY     | RUDIAN (Arrabida) | SETUBAL    | samcam     | 38.48 | -8.98 | MULTI      | OTHER_SIZE | 4.00 | 4.50 | AVAILABLE  | 2006/03/31 | 257 | 9 | 117 | 91
|GC12B2D    | Nascente do Almonda [Torres Novas] | SANTAREM   | olharapo   | 39.51 | -8.61 | TRADITIONAL | REGULAR    | 1.50 | 1.50 | AVAILABLE  | 2007/04/21 | 336 | 1 | 9 | 85
|GCED4F     | The Jewell of Saphire | EVORA      | GreenShades | 38.62 | -8.32 | TRADITIONAL | LARGE      | 2.00 | 1.00 | AVAILABLE  | 2003/03/02 | 484 | 26 | 118 | 204
|GC152JC    | Igreja de S.Bento de Vairao [Vila do Conde] | PORTO      | cmcfaria   | 41.33 | -8.67 | MULTI      | SMALL      | 2.00 | 1.00 | AVAILABLE  | 2007/08/11 | 282 | 3 | 0 | 61
|GC168Y6    | Ponte de Sequeiros | GUARDA     | sammendes  | 40.48 | -7.00 | MULTI      | SMALL      | 2.50 | 2.50 | AVAILABLE  | 2007/09/28 | 80 | 6 | 7 | 656
|GCVNAD     | Arvores [Lindoso] | VIANA DO CASTELO | K!nder     | 41.87 | -8.20 | TRADITIONAL | SMALL      | 2.00 | 2.50 | AVAILABLE  | 2006/04/24 | 598 | 24 | 41 | 448
|GC12D5F    | Nossa Senhora de Cervaes [Mangualde] | VISEU      | cmatos     | 40.58 | -7.70 | TRADITIONAL | REGULAR    | 1.50 | 1.00 | AVAILABLE  | 2007/04/21 | 211 | 2 | 0 | 544
|GC11501    | Cividade de Bagunte | PORTO      | kidloco    | 41.38 | -8.66 | TRADITIONAL | SMALL      | 1.50 | 2.00 | AVAILABLE  | 2007/02/25 | 389 | 2 | 6 | 193
|GC16TB3    | Castelo Branco - Sra de Mercoles | CASTELO BRANCO | khukhas    | 39.82 | -7.45 | MULTI      | REGULAR    | 1.50 | 1.50 | AVAILABLE  | 2007/10/19 | 301 | 4 | 0 | -9999999
|GCMD9X     | The Prophet     | ARQUIPELAGO DA MADEIRA | Crocodilo  | 33.09 | -16.36 | MULTI      | SMALL      | 2.00 | 2.00 | AVAILABLE  | 2005/01/02 | 123 | 4 | 7 | -9999999
|GCVYZR     | FTF!! FTF!! FTF!! | LISBOA     | Felinos    | 38.74 | -9.14 | TRADITIONAL | MICRO      | 1.50 | 1.50 | AVAILABLE  | 2006/05/09 | 1331 | 48 | 5 | 84
|GC13JN6    | Moinho do Penigueto [Braganca] | BRAGANCA   | Bargao_Henriques | 41.72 | -6.66 | TRADITIONAL | SMALL      | 1.50 | 2.00 | AVAILABLE  | 2007/06/09 | 25 | 0 | 3 | -9999999
|GCQYE3     | Lenda de S. Pedro de Rates, Povoa de Varzim | PORTO      | ar-my      | 41.42 | -8.67 | MULTI      | SMALL      | 2.00 | 2.00 | AVAILABLE  | 2005/10/12 | 415 | 1 | 3 | 40
|GCRJZR     | A cache que ja esteve num vulcao | LISBOA     | lynx pardinus | 38.86 | -9.45 | TRADITIONAL | REGULAR    | 2.00 | 2.00 | AVAILABLE  | 2005/12/08 | 350 | 2 | 2 | 79
|GC15HGH    | Monte Ermo      | BRAGANCA   | pvasques   | 41.10 | -6.80 | TRADITIONAL | SMALL      | 3.00 | 2.00 | AVAILABLE  | 2007/08/29 | 147 | 2 | 4 | 591
|GC110RM    | Moinhos do Oeste [Montejunto] | LISBOA     | NFreitas   | 39.17 | -9.09 | MULTI      | REGULAR    | 2.00 | 2.00 | AVAILABLE  | 2007/02/18 | 181 | 3 | 8 | 366
|GC15CGR    | Zavial Beach [Vila do Bispo] | FARO       | Jdmarques  | 37.05 | -8.87 | TRADITIONAL | SMALL      | 2.00 | 3.00 | AVAILABLE  | 2007/08/24 | 609 | 12 | 24 | 6
|GCVJ0A     | Tangram [Lisboa] | LISBOA     | hulkman    | 38.70 | -9.15 | PUZZLE     | SMALL      | 4.00 | 1.50 | AVAILABLE  | 2006/04/24 | 176 | 18 | 20 | 0
|GC147F4    | Conto de Fadas II - [Monsaraz] | EVORA      | NestumMel  | 38.45 | -7.38 | TRADITIONAL | REGULAR    | 1.50 | 2.00 | AVAILABLE  | 2007/07/08 | 841 | 4 | 28 | 296
|GC15M9F    | Lapas - Torres Novas | SANTAREM   | pedantunes | 39.49 | -8.56 | MULTI      | SMALL      | 2.00 | 2.00 | DISABLED   | 2007/09/02 | 175 | 17 | 5 | 53
